"www.nytimes.com","11","http://www.nytimes.com/"
"www.nytimes.com","11","http://www.nytimes.com/svc/web-products/userinfo-v2.json?_=1410369372998"
"www.nytimes.com","11","http://www.nytimes.com/svc/recommendations/v3/personalized.jsonp?callback=jsonRecommended&access_key=776ACB1E-6C7F-4702-9E18-CF329376F5A3"
"www.nytimes.com","11","http://www.nytimes.com/packages/html/recommendations/ad.html"
"www.nytimes.com","17","http://www.nytimes.com/adx/bin/adxrun.html?jsonp=NYTADX.processAdx&page=homepage.nytimes.com/index.html&positions=Interstitial,Header1,Middle1C,TopLeft,TopRight,Top5,Top,Top_Close,Box1,Bar1,MOTHAd,Middle,HPHalf,HPBig-ATF,HPmodule-RE2,Middle4,Middle5,HPMiddle,HPMiddle3,HPPromo,HPBottom1,SponLinkHP,Bottom8,Bottom9,Anchor,Inv1,Inv2,Inv3,ab1,ab2,ab3,prop1,prop2&autoconfirm=0&interstitials=1&cpp=1&v=3&attributes=nyt5&keywords=Midterm%20Elections%20(2014)%2CIslamic%20State%20in%20Iraq%20and%20Syria%20(ISIS)%2CSenate%2CDemocratic%20Party%2CIsrael%2CGaza%20Strip%2CSeptember%2011%20(2001)%2CAlbany%20(NY)%2CBrookfield%20Office%20Properties%2CNational%20September%2011%20Memorial%20and%20Museum%2CMonuments%20and%20Memorials%20(Structures)%2CNew%20York%20State%20Museum%2CCuomo%2C%20Andrew%20M%2CElections%2C%20Governors%2CAstorino%2C%20Rob%2CTeachout%2C%20Zephyr%2CNew%20York%20State%2CPrimaries%20and%20Caucuses%2CDunham%2C%20Lena%2CNot%20That%20Kind%20of%20Girl%20(Book)%2CWriting%20and%20Writers%2CGirls%20(TV%20Program)%2CCameron%2C%20David%2CScotland%2CGreat%20Britain%2CMiliband%2C%20Edward%20S%2CSalmond%2C%20Alex%2CClegg%2C%20Nick%2CReferendums%2CEmergency%20Medical%20Treatment%2CRivers%2C%20Joan%2CCohen%2C%20Lawrence%20B%2CYorkville%20Endoscopy%2CFrontier%20Healthcare%20Holdings%2CDomestic%20Violence%2CFootball%2CBaltimore%20Ravens%2CRice%2C%20Ray%20(1987-%20)%2CRice%2C%20Janay%20Palmer%2CJapan%2CNuclear%20Energy%2CFukushima%20Daiichi%20Nuclear%20Power%20Plant%20(Japan)%2CJapan%20Earthquake%20and%20Tsunami%20(2011)%2CAccidents%20and%20Safety%2CDetroit%20(Mich)%2CBankruptcies%2CSyncora%20Guarantee%20Inc%2CRhodes%2C%20Steven%20W%2CInsurance%2CUkraine%2CRussia%2CDefense%20and%20Military%20Forces%2CPoroshenko%2C%20Petro%20Olekseyevich%2CMojang%20A.B.%2CFloods%2CRescues%2CSrinagar%20(Jammu%20and%20Kashmir)%2CPakistan%2CIndia%2CSeptember%20Fashion%20Week%20(2014)%2CNew%20York%20Fashion%20Week%2CFashion%20and%20Apparel%2CKaran%2C%20Donna%2CRodarte%2CBrowne%2C%20Thom%2CWang%2C%20Vera%2CCornejo%2C%20Maria%2Cnyt5"
"www.nytimes.com","45","http://www.nytimes.com/services/json/channels/nytnow.json"
"www.nytimes.com","48","http://www.nytimes.com/svc/message/v1/list/global.json?_=1410369372999"
"www.nytimes.com","48","http://www.nytimes.com/adx/bin/clientside/795271a7Q2FiiiiiiaiaQ26BQ24Q267Q262ziiiiiiiiaFiQ7BQ267BFziiaFiQ7BBBzF,"
"www.nytimes.com","51","http://www.nytimes.com/adx/bin/clientside/7952722eQ2FRRRRRR3R3aQ7BoapaxCRRRRRRRR37RVapQ7B7CRR37RVQ7BVC7j"
"www.nytimes.com","52","http://www.nytimes.com/adx/bin/clientside/79526076Q2F111111Q3E1Q3EWuNWdW@Q5B11111111Q3EQ5E1Q5DWduQ5EQ5B11Q3EQ5E1Q5D@WQ5BQ5E."
